demand_node_index,truck_node_index,distance,scaled_demand
demand15,truck41,483.4113961384083,0
demand15,truck43,586.879460908687,0
demand15,truck50,480.10112730985827,0
demand15,truck54,338.81716332986133,0
demand15,truck44,371.9721734089656,0
demand15,truck47,385.932947198548,0
demand17,truck3,455.61436022151423,0
demand17,truck5,506.6375888252097,0
demand17,truck12,316.15879922944094,0
demand17,truck13,187.8080527892822,28
demand17,truck14,139.45937115399866,40
demand17,truck16,296.5775423860431,1
demand17,truck17,315.4649845608946,0
demand17,truck18,353.3252563136886,0
demand17,truck19,419.9691162962771,0
demand17,truck21,468.4639938890147,0
demand17,truck23,112.76461203015802,47
demand17,truck25,274.6571220282993,6
demand17,truck27,221.48177840676445,20
demand17,truck28,280.14035993816304,5
demand17,truck30,364.59407551971526,0
demand17,truck34,408.35199885123507,0
demand17,truck35,399.17361726151603,0
demand17,truck36,421.9237537234849,0
demand17,truck37,345.82640994174176,0
demand17,truck38,250.02092060913074,12
demand17,truck41,428.9087678705744,0
demand17,truck43,532.3768326408532,0
demand17,truck50,425.5984990420245,0
demand17,truck54,284.57775729257804,4
demand17,truck44,317.7327673716823,0
demand17,truck47,331.6935411612647,0
demand18,truck3,344.14285326972936,0
demand18,truck5,380.9579352543805,0
demand18,truck12,204.68729227765607,14
demand18,truck13,211.85239716505956,13
demand18,truck14,163.50371552977603,20
demand18,truck16,170.8978888152139,19
demand18,truck17,189.7853309900654,17
demand18,truck18,227.6456027428594,11
demand18,truck19,294.2894627254479,1
demand18,truck21,342.7843403181855,0
demand18,truck23,155.24739378315743,22
demand18,truck25,317.13990378129864,0
demand18,truck27,221.41502848487693,12
demand18,truck28,280.07361001627555,3
demand18,truck30,257.9740065022729,6
demand18,truck34,301.7319298337927,0
demand18,truck35,292.5535482440737,1
demand18,truck36,315.63761574636817,0
demand18,truck37,345.75966001985427,0
demand18,truck38,292.5037023621301,1
demand18,truck41,428.842017948687,0
demand18,truck43,426.09069466373643,0
demand18,truck50,468.0812807950239,0
demand18,truck54,177.95768827513578,18
demand18,truck44,211.11269835424002,13
demand18,truck47,225.07347214382239,11
demand19,truck3,402.14514942583384,0
demand19,truck5,412.44625425845777,0
demand19,truck12,262.68958843376055,9
demand19,truck13,186.86943576313558,28
demand19,truck14,138.52075412785206,40
demand19,truck16,202.38620781929112,24
demand19,truck17,221.27364999414263,20
demand19,truck18,259.13392174693666,10
demand19,truck19,325.7777817295251,0
demand19,truck21,374.27265932226277,0
demand19,truck23,82.4725346209999,50
demand19,truck25,244.36504461914112,14
demand19,truck27,191.1897009976063,27
demand19,truck28,249.8482825290049,13
demand19,truck30,268.4476271286943,8
demand19,truck34,312.2055504602141,0
demand19,truck35,303.0271688704951,0
demand19,truck36,326.11123637278956,0
demand19,truck37,315.5343325325836,0
demand19,truck38,219.7288431999726,20
demand19,truck41,398.61669046141634,0
demand19,truck43,436.5643152901578,0
demand19,truck50,395.3064216328663,0
demand19,truck54,188.4313089015572,28
demand19,truck44,221.58631898066142,20
demand19,truck47,235.54709277024378,16
demand20,truck3,375.40877516138687,0
demand20,truck5,358.9965589381484,0
demand20,truck12,235.95321416931358,11
demand20,truck13,243.11831905671707,10
demand20,truck14,194.76963742143354,18
demand20,truck16,148.93651249898173,26
demand20,truck17,167.82395467383324,23
demand20,truck18,205.68422642662725,17
demand20,truck19,272.3280864092157,5
demand20,truck21,320.8229640019534,0
demand20,truck23,138.98464014513195,28
demand20,truck25,300.8771501432732,0
demand20,truck27,178.43895379098896,21
demand20,truck28,237.09753532238756,11
demand20,truck30,214.99793180838495,15
demand20,truck34,258.7558551399047,7
demand20,truck35,249.57747355018574,9
demand20,truck36,272.6615410524802,5
demand20,truck37,302.78358532596627,0
demand20,truck38,268.50907150594367,6
demand20,truck41,385.865943254799,0
demand20,truck43,383.11461996984843,0
demand20,truck50,444.08664993883735,0
demand20,truck54,134.98161358124779,29
demand20,truck44,168.13662366035203,23
demand20,truck47,182.0973974499344,21
demand21,truck3,314.2106664181395,0
demand21,truck5,296.344252168849,1
demand21,truck12,285.3425001649266,4
demand21,truck13,292.5076050523301,2
demand21,truck14,244.15892341704657,15
demand21,truck16,86.28420572968233,55
demand21,truck17,105.17164790453386,54
demand21,truck18,143.03191965732785,43
demand21,truck19,209.67577963991633,25
demand21,truck21,258.170657232654,12
demand21,truck23,195.0020235736848,29
demand21,truck25,348.70677106063164,0
demand21,truck27,205.8523162103568,26
demand21,truck28,264.5108977417554,10
demand21,truck30,242.03703380288144,16
demand21,truck34,285.7949571344012,4
demand21,truck35,276.6165755446822,6
demand21,truck36,299.70064304697667,0
demand21,truck37,330.1969477453341,0
demand21,truck38,295.92243392531145,1
demand21,truck41,413.2793056741668,0
demand21,truck43,410.1537219643449,0
demand21,truck50,471.5000123582052,0
demand21,truck54,162.02071557574428,38
demand21,truck44,195.17572565484852,29
demand21,truck47,209.13649944443088,25
demand22,truck3,318.07072254400026,0
demand22,truck5,299.1331695563466,0
demand22,truck12,370.24007417661454,0
demand22,truck13,378.30880712852655,0
demand22,truck14,329.960125493243,0
demand22,truck16,172.0854078058788,32
demand22,truck17,156.17786592075834,36
demand22,truck18,118.24685467784947,45
demand22,truck19,184.89071466043794,29
demand22,truck21,260.9595746201516,10
demand22,truck23,345.9521838714854,0
demand22,truck25,473.44807328100563,0
demand22,truck27,330.59361843073077,0
demand22,truck28,258.77849198039775,10
demand22,truck30,186.05718048608358,28
demand22,truck34,229.81510381760333,18
demand22,truck35,220.63672222788438,20
demand22,truck36,243.7207897301788,14
demand22,truck37,324.46454198397646,0
demand22,truck38,420.66373614568545,0
demand22,truck41,407.5468999128091,0
demand22,truck43,354.1738686475471,0
demand22,truck50,596.2413145785791,0
demand22,truck54,167.97364399844164,33
demand22,truck44,139.19587233805066,40
demand22,truck47,153.15664612763302,37
demand25,truck3,487.816416650877,0
demand25,truck5,337.7913339681488,0
demand25,truck12,525.9813071544719,0
demand25,truck13,533.1464120418754,0
demand25,truck14,484.7977304065918,0
demand25,truck16,327.7954094821207,0
demand25,truck17,311.88786759700025,0
demand25,truck18,287.9925487847263,2
demand25,truck19,223.54887907224014,15
demand25,truck21,299.6177390319538,0
demand25,truck23,429.0127331302902,0
demand25,truck25,529.6240693411983,0
demand25,truck27,386.7696144909235,0
demand25,truck28,314.9544880405905,0
demand25,truck30,177.4946723825768,25
demand25,truck34,190.1938844061477,22
demand25,truck35,234.89510910251087,13
demand25,truck36,257.97917660480533,8
demand25,truck37,339.05678596774857,0
demand25,truck38,436.1054975721155,0
demand25,truck41,420.6786810506213,0
demand25,truck43,367.0078594677115,0
demand25,truck50,611.1105001626561,0
demand25,truck54,251.03419325724653,10
demand25,truck44,222.25642159685557,16
demand25,truck47,209.33264218782574,18
demand26,truck3,479.96266000271584,0
demand26,truck5,329.93757731998767,0
demand26,truck12,469.045659418943,0
demand26,truck13,476.2107643063465,0
demand26,truck14,427.862082671063,0
demand26,truck16,270.85976174659186,5
demand26,truck17,254.9522198614714,8
demand26,truck18,280.13879213656514,3
demand26,truck19,215.695122424079,15
demand26,truck21,291.76398238379267,1
demand26,truck23,372.07708539476135,0
demand26,truck25,472.6884216056695,0
demand26,truck27,329.83396675539467,0
demand26,truck28,258.01884030506164,7
demand26,truck30,120.55902464704793,31
demand26,truck34,164.3169479785677,24
demand26,truck35,209.01817267493087,16
demand26,truck36,232.1022401772253,12
demand26,truck37,313.17984954016856,0
demand26,truck38,410.22856114453555,0
demand26,truck41,396.2261406775034,0
demand26,truck43,342.5553190945936,0
demand26,truck50,585.8061395774292,0
demand26,truck54,194.09854552171768,19
demand26,truck44,165.32077386132673,24
demand26,truck47,152.3969944522969,26
demand28,truck3,492.39759498840544,0
demand28,truck5,513.5032484965402,0
demand28,truck12,352.94203399633216,0
demand28,truck13,224.59128755617343,23
demand28,truck14,176.2426059208899,37
demand28,truck16,303.4432020573736,0
demand28,truck17,322.3306442322251,0
demand28,truck18,360.1909159850191,0
demand28,truck19,426.8347759676076,0
demand28,truck21,475.3296535603452,0
demand28,truck23,120.19438641403774,54
demand28,truck25,197.07315465818,31
demand28,truck27,115.74967532049355,55
demand28,truck28,174.40825685189216,38
demand28,truck30,316.41121009073805,0
demand28,truck34,339.445621918723,0
demand28,truck35,294.06490228640246,2
demand28,truck36,316.191650637214,0
demand28,truck37,240.0943068554709,18
demand28,truck38,144.28881752285986,47
demand28,truck41,323.17666478430357,0
demand28,truck43,426.6447295545823,0
demand28,truck50,319.86639595575355,0
demand28,truck54,289.48830313963964,3
demand28,truck44,296.43445514131736,1
demand28,truck47,283.5106757322875,5
demand29,truck3,536.3148635376392,0
demand29,truck5,523.603847355246,0
demand29,truck12,396.8593025455659,0
demand29,truck13,268.5085561054072,7
demand29,truck14,220.15987447012367,18
demand29,truck16,313.5438009160794,0
demand29,truck17,332.43124309093093,0
demand29,truck18,370.29151484372494,0
demand29,truck19,436.9353748263134,0
demand29,truck21,485.43025241905104,0
demand29,truck23,164.11165496327152,31
demand29,truck25,158.0329629161108,32
demand29,truck27,125.85027417919942,39
demand29,truck28,184.50885571059803,26
demand29,truck30,326.51180894944395,0
demand29,truck34,349.54622077742886,0
demand29,truck35,304.1655011451083,0
demand29,truck36,326.29224949591986,0
demand29,truck37,250.19490571417677,11
demand29,truck38,154.38941638156572,33
demand29,truck41,333.27726364300946,0
demand29,truck43,436.7453284132881,0
demand29,truck50,329.96699481445944,0
demand29,truck54,299.5889019983455,0
demand29,truck44,306.53505400002325,0
demand29,truck47,293.6112745909934,1
demand31,truck3,554.5615393558023,0
demand31,truck5,541.8505231734092,0
demand31,truck12,415.10597836372915,0
demand31,truck13,286.7552319235704,5
demand31,truck14,238.40655028828687,23
demand31,truck16,331.79047673424265,0
demand31,truck17,350.67791890909416,0
demand31,truck18,388.53819066188817,0
demand31,truck19,455.18205064447665,0
demand31,truck21,503.67692823721427,0
demand31,truck23,182.35833078143472,44
demand31,truck25,225.42042933504905,28
demand31,truck27,144.0969499973626,58
demand31,truck28,202.75553152876122,36
demand31,truck30,344.7584847676071,0
demand31,truck34,333.47347738113666,0
demand31,truck35,288.0927577488161,4
demand31,truck36,266.73026342780577,12
demand31,truck37,190.6329196460627,41
demand31,truck38,94.44940976787078,75
demand31,truck41,273.690805091247,10
demand31,truck43,377.183342345174,0
demand31,truck50,270.0269882007645,11
demand31,truck54,317.8355778165087,0
demand31,truck44,324.7817298181864,0
demand31,truck47,311.85795040915656,0
demand32,truck3,614.6159818336943,0
demand32,truck5,595.6784288460409,0
demand32,truck12,478.6660621627228,0
demand32,truck13,350.31531572256415,0
demand32,truck14,301.9666340872806,0
demand32,truck16,392.83938409987024,0
demand32,truck17,376.9318422147498,0
demand32,truck18,414.7921139675438,0
demand32,truck19,481.4359739501323,0
demand32,truck21,557.504833909846,0
demand32,truck23,245.91841458042845,4
demand32,truck25,288.98051313404284,1
demand32,truck27,207.6570337963564,7
demand32,truck28,165.2741979251799,10
demand32,truck30,296.752110395554,0
demand32,truck34,247.45182466067232,4
demand32,truck35,202.07110502835184,7
demand32,truck36,180.70861070734145,9
demand32,truck37,104.61126692559839,15
demand32,truck38,110.31869189263952,14
demand32,truck41,187.69362485443105,8
demand32,truck43,291.16168962470977,1
demand32,truck50,285.89627032553324,1
demand32,truck54,316.07816787499604,0
demand32,truck44,287.3003962146051,1
demand32,truck47,274.3766168055752,2
demand33,truck3,552.6839719777375,0
demand33,truck5,533.7464189900841,0
demand33,truck12,478.47156393595293,0
demand33,truck13,379.3465719583523,0
demand33,truck14,330.99789032306876,0
demand33,truck16,330.90737424391335,0
demand33,truck17,314.9998323587929,0
demand33,truck18,352.8601041115869,0
demand33,truck19,419.5039640941754,0
demand33,truck21,495.57282405388906,0
demand33,truck23,274.9496708162165,9
demand33,truck25,318.0117693698309,0
demand33,truck27,175.15731451955608,47
demand33,truck28,103.34218806922301,74
demand33,truck30,245.34514130806897,20
demand33,truck34,240.06173952533962,22
demand33,truck35,194.6810198930191,39
demand33,truck36,173.31852557200872,48
demand33,truck37,97.22118179026566,75
demand33,truck38,194.26989339463262,40
demand33,truck41,180.30353971909832,45
demand33,truck43,283.771604489377,6
demand33,truck50,369.84747182752636,0
demand33,truck54,254.14615801903918,17
demand33,truck44,225.36838635864822,28
demand33,truck47,212.4446069496184,33
demand34,truck3,489.75603004884425,0
demand34,truck5,359.3617168903522,0
demand34,truck12,466.1653299873711,0
demand34,truck13,473.3304348747746,0
demand34,truck14,424.98175323949107,0
demand34,truck16,267.97943231501995,2
demand34,truck17,252.0718904298995,4
demand34,truck18,289.9321621826935,1
demand34,truck19,245.11926199444355,4
demand34,truck21,321.1881219541572,0
demand34,truck23,369.19675596318945,0
demand34,truck25,449.08458067056273,0
demand34,truck27,306.2301258202879,0
demand34,truck28,234.41499936995487,5
demand34,truck30,117.67869521547604,14
demand34,truck34,68.37840948059437,15
demand34,truck35,113.07963417695751,14
demand34,truck36,136.16370167925194,12
demand34,truck37,217.24131104219524,6
demand34,truck38,314.2900226465622,0
demand34,truck41,300.28760217953004,0
demand34,truck43,246.61678059662023,4
demand34,truck50,489.86760107945594,0
demand34,truck54,191.21821609014577,8
demand34,truck44,162.44044442975482,10
demand34,truck47,149.516665020725,11
demand35,truck3,480.0293247293948,0
demand35,truck5,330.0042420466666,0
demand35,truck12,518.1942152329896,0
demand35,truck13,525.3593201203931,0
demand35,truck14,477.01063848510955,0
demand35,truck16,320.00831756063843,0
demand35,truck17,304.100775675518,0
demand35,truck18,280.2054568632441,3
demand35,truck19,215.7617871507579,13
demand35,truck21,291.8306471104716,1
demand35,truck23,421.22564120880793,0
demand35,truck25,506.72484395967905,0
demand35,truck27,363.87038910940424,0
demand35,truck28,292.0552626590712,1
demand35,truck30,169.70758046109455,20
demand35,truck34,126.0186727697107,26
demand35,truck35,170.71989746607386,19
demand35,truck36,193.8039649683683,16
demand35,truck37,274.8815743313116,4
demand35,truck38,371.9302859356785,0
demand35,truck41,356.50346941418434,0
demand35,truck43,302.8326478312745,0
demand35,truck50,546.9352885262191,0
demand35,truck54,243.24710133576426,9
demand35,truck44,214.4693296753733,13
demand35,truck47,201.54555026634347,15
demand37,truck3,604.985643408853,0
demand37,truck5,512.1400820873814,0
demand37,truck12,581.39494334738,0
demand37,truck13,588.4893394250086,0
demand37,truck14,540.140657789725,0
demand37,truck16,383.20904567502896,0
demand37,truck17,367.3015037899085,0
demand37,truck18,405.1617755427025,0
demand37,truck19,397.89762719147274,0
demand37,truck21,473.9664871511864,0
demand37,truck23,484.09243828287276,0
demand37,truck25,527.1545368364871,0
demand37,truck27,384.3000819862123,0
demand37,truck28,312.4849555358793,0
demand37,truck30,283.1977966174711,3
demand37,truck34,233.89751088258947,13
demand37,truck35,192.1069094943649,22
demand37,truck36,170.74441517335453,26
demand37,truck37,251.82202453629782,10
demand37,truck38,348.87073614066475,0
demand37,truck41,174.72116322833756,25
demand37,truck43,121.05034164542775,36
demand37,truck50,365.15298234037243,0
demand37,truck54,306.44782945015476,0
demand37,truck44,277.6700577897638,4
demand37,truck47,264.74627838073394,7
demand38,truck3,570.4557076924553,0
demand38,truck5,420.43062500972735,0
demand38,truck12,556.8461771420741,0
demand38,truck13,564.0112820294776,0
demand38,truck14,515.662600394194,0
demand38,truck16,358.6602794697229,0
demand38,truck17,342.75273758460247,0
demand38,truck18,370.6318398263048,0
demand38,truck19,306.18817011381867,0
demand38,truck21,382.25703007353235,0
demand38,truck23,459.8776031178924,0
demand38,truck25,539.7654278252656,0
demand38,truck27,396.91097297499084,0
demand38,truck28,325.0958465246578,0
demand38,truck30,208.359542370179,11
demand38,truck34,159.05925663529732,18
demand38,truck35,203.7604813316605,12
demand38,truck36,226.84454883395492,9
demand38,truck37,307.9221581968982,0
demand38,truck38,404.97086980126517,0
demand38,truck41,259.191687400749,5
demand38,truck43,205.52086581783922,12
demand38,truck50,449.62350651278393,0
demand38,truck54,281.8990632448487,2
demand38,truck44,253.1212915844578,6
demand38,truck47,240.19751217542796,7
demand40,truck3,621.5256839541549,0
demand40,truck5,478.39063459069723,0
demand40,truck12,597.934983892682,0
demand40,truck13,605.1000887800857,0
demand40,truck14,556.7514071448021,0
demand40,truck16,399.7490862203309,0
demand40,truck17,383.8415443352105,0
demand40,truck18,421.7018160880045,0
demand40,truck19,364.14817969478855,0
demand40,truck21,440.21703965450223,0
demand40,truck23,500.9664098685004,0
demand40,truck25,580.8542345758735,0
demand40,truck27,437.9997797255988,0
demand40,truck28,366.18465327526576,0
demand40,truck30,249.44834912078696,14
demand40,truck34,200.1480633859053,27
demand40,truck35,244.84928808226843,15
demand40,truck36,228.41182832902152,20
demand40,truck37,309.4894376919648,0
demand40,truck38,406.53814929633177,0
demand40,truck41,232.38857638400452,19
demand40,truck43,123.0247937487199,49
demand40,truck50,367.1274344436646,0
demand40,truck54,322.9878699954567,0
demand40,truck44,294.21009833506577,2
demand40,truck47,281.2863189260359,5
demand41,truck3,663.3079370885999,0
demand41,truck5,644.0664889822592,0
demand41,truck12,589.0955290468153,0
demand41,truck13,470.4347062397025,0
demand41,truck14,422.086024604419,0
demand41,truck16,441.5313393547758,0
demand41,truck17,425.62379746965536,0
demand41,truck18,463.48406922244936,0
demand41,truck19,529.8240340863505,0
demand41,truck21,605.8928940460643,0
demand41,truck23,366.0378050975668,0
demand41,truck25,409.09990365118114,0
demand41,truck27,285.78127963041845,4
demand41,truck28,213.96615318008543,26
demand41,truck30,345.40799885896166,0
demand41,truck34,296.10771312408,1
demand41,truck35,250.72699349175952,15
demand41,truck36,229.36449917074913,21
demand41,truck37,153.30322218050392,44
demand41,truck38,230.4380824097779,21
demand41,truck41,75.54628098877699,60
demand41,truck43,179.67042564282232,36
demand41,truck50,255.42041644034944,13
demand41,truck54,364.7701231299016,0
demand41,truck44,335.99235146951065,0
demand41,truck47,323.0685720604808,0
demand45,truck3,621.6185379655412,0
demand45,truck5,608.9075217831481,0
demand45,truck12,482.16297697346806,0
demand45,truck13,353.8122305333094,0
demand45,truck14,305.46354889802586,0
demand45,truck16,398.8474753439816,0
demand45,truck17,417.73491751883313,0
demand45,truck18,455.59518927162713,0
demand45,truck19,522.2390492542156,0
demand45,truck21,570.7339268469532,0
demand45,truck23,249.41532939117369,9
demand45,truck25,292.4774279447881,1
demand45,truck27,211.15394860710163,16
demand45,truck28,269.8125301385002,5
demand45,truck30,402.13996005153234,0
demand45,truck34,352.8396743166507,0
demand45,truck35,307.45895468433014,0
demand45,truck36,286.0964603633198,2
demand45,truck37,209.9991165815767,16
demand45,truck38,113.81560670338476,33
demand45,truck41,204.1967199017939,17
demand45,truck43,308.3208645558392,0
demand45,truck50,211.36112215761474,16
demand45,truck54,384.8925764262477,0
demand45,truck44,391.83872842792545,0
demand45,truck47,378.9149490188956,0
demand46,truck3,603.2023756362878,0
demand46,truck5,590.4913594538947,0
demand46,truck12,463.7468146442146,0
demand46,truck13,335.3960682040559,0
demand46,truck14,287.04738656877237,5
demand46,truck16,380.43131301472806,0
demand46,truck17,399.3187551895796,0
demand46,truck18,437.1790269423736,0
demand46,truck19,503.82288692496206,0
demand46,truck21,552.3177645176997,0
demand46,truck23,230.9991670619202,26
demand46,truck25,274.0612656155345,10
demand46,truck27,192.7377862778481,40
demand46,truck28,251.39636780924673,18
demand46,truck30,383.7237977222788,0
demand46,truck34,334.42351198739715,0
demand46,truck35,289.0427923550766,4
demand46,truck36,267.68029803406625,12
demand46,truck37,191.58295425232313,41
demand46,truck38,95.39944437413124,75
demand46,truck41,202.8337834149714,36
demand46,truck43,306.9579280690167,0
demand46,truck50,209.99818567079225,34
demand46,truck54,366.4764140969941,0
demand46,truck44,373.42256609867195,0
demand46,truck47,360.4987866896421,0
demand47,truck3,526.3552942013989,0
demand47,truck5,376.33021151867075,0
demand47,truck12,544.018514440496,0
demand47,truck13,551.1836193278995,0
demand47,truck14,502.83493769261594,0
demand47,truck16,345.8326167681448,0
demand47,truck17,329.92507488302437,0
demand47,truck18,326.5314263352482,0
demand47,truck19,262.0877566227621,5
demand47,truck21,338.15661658247575,0
demand47,truck23,447.0499404163143,0
demand47,truck25,526.9377651236875,0
demand47,truck27,384.08331027341274,0
demand47,truck28,312.2681838230797,0
demand47,truck30,195.5318796686009,13
demand47,truck34,146.2315939337192,19
demand47,truck35,190.93281863008238,14
demand47,truck36,214.0168861323768,11
demand47,truck37,295.0944954953201,1
demand47,truck38,392.14320709968706,0
demand47,truck41,303.2917888451066,0
demand47,truck43,249.6209672621968,6
demand47,truck50,493.72360795714144,0
demand47,truck54,269.0714005432706,4
demand47,truck44,240.2936288828797,7
demand47,truck47,227.36984947384985,9
demand48,truck3,332.8165669073251,0
demand48,truck5,313.87901391967154,0
demand48,truck12,384.98591853993946,0
demand48,truck13,393.0546514918515,0
demand48,truck14,344.70596985656795,0
demand48,truck16,186.8312521692037,37
demand48,truck17,170.92371028408326,42
demand48,truck18,132.9926990411744,54
demand48,truck19,199.63655902376286,33
demand48,truck21,275.70541898347653,8
demand48,truck23,331.96204079947717,0
demand48,truck25,459.4579302089974,0
demand48,truck27,316.6034753587226,0
demand48,truck28,244.7883489083896,18
demand48,truck30,172.06703741407543,42
demand48,truck34,215.82496074559518,27
demand48,truck35,206.64657915587622,30
demand48,truck36,229.73064665817066,23
demand48,truck37,310.4743989119683,0
demand48,truck38,406.6735930736773,0
demand48,truck41,393.55675684080103,0
demand48,truck43,340.183725575539,0
demand48,truck50,582.251171506571,0
